Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
16.0,9.0,2022,0,5,23.69,14.98,6.97,6.94,0.45,51.53,54.0
31.0,10.0,2024,1,4,115.05,314.05,34.67,43.49,1.02,37.12,268.0
9.0,6.0,2024,1,7,60.8,163.39,27.16,36.19,0.78,87.82,146.0
29.0,7.0,2024,0,1,24.23,79.56,35.94,36.26,0.54,50.37,73.0
11.0,3.0,2022,0,5,89.92,164.82,28.16,5.61,0.55,12.94,177.0
4.0,5.0,2024,0,6,122.0,356.84,36.93,35.75,1.28,96.53,281.0
26.0,5.0,2023,1,5,28.98,55.16,24.39,17.12,0.83,52.05,85.0
6.0,3.0,2023,0,1,40.18,149.61,12.02,11.13,0.5,52.69,129.0
23.0,2.0,2021,0,2,201.0,367.24,102.69,6.75,1.98,29.32,339.0
19.0,1.0,2021,0,2,227.93,299.28,185.82,12.98,1.69,23.02,400.0
16.0,8.0,2024,0,5,15.37,45.43,44.28,36.21,0.5,27.77,55.0
27.0,4.0,2022,0,3,330.82,452.89,58.08,65.72,2.02,41.71,348.0
25.0,4.0,2024,0,4,88.55,248.08,6.56,31.63,0.79,101.9,204.0
26.0,9.0,2024,0,4,21.46,79.34,37.3,40.23,0.44,18.73,96.0
29.0,3.0,2021,1,1,111.31,356.5,66.61,7.14,1.56,37.62,215.0
28.0,6.0,2021,0,1,63.33,149.28,41.92,9.49,0.89,54.9,136.0
12.0,11.0,2021,0,5,387.18,451.81,101.76,7.96,4.02,23.8,489.0
5.0,7.0,2024,0,5,22.78,62.75,46.9,35.32,0.85,30.4,88.0
27.0,2.0,2024,0,2,37.0,135.02,39.12,25.75,0.45,29.74,150.0
17.0,1.0,2024,0,3,95.9,388.59,47.21,21.76,1.36,27.69,360.0
5.0,3.0,2023,1,7,35.15,127.75,10.0,10.49,0.41,52.29,128.0
29.0,10.0,2023,1,7,124.77,419.6,24.86,18.21,2.51,24.85,330.0
15.0,4.0,2024,0,1,91.4,208.54,9.69,28.3,0.95,91.84,240.0
4.0,3.0,2023,0,6,36.45,145.07,11.76,11.91,0.43,44.45,126.0
6.0,1.0,2024,0,6,78.21,319.32,20.7,22.47,0.8,19.64,220.0
12.0,1.0,2023,0,4,227.38,356.05,15.18,8.87,1.63,12.0,400.0
12.0,1.0,2024,0,5,81.41,304.72,28.91,20.95,1.02,27.3,264.0
5.0,9.0,2024,0,4,20.25,83.77,43.29,54.42,0.65,28.52,66.0
18.0,5.0,2022,0,3,128.52,227.35,2.51,14.74,0.93,58.41,296.0
18.0,8.0,2023,0,5,45.93,170.92,30.83,19.69,0.4,19.17,140.0
27.0,2.0,2021,0,6,81.79,268.51,36.22,3.64,1.16,33.52,225.0
15.0,3.0,2021,0,1,126.93,265.71,40.58,3.79,0.86,28.14,219.0
22.0,4.0,2024,0,1,41.15,113.59,4.74,28.1,0.51,98.62,106.0
30.0,11.0,2022,0,3,109.39,454.52,48.69,7.73,2.46,11.01,389.0
18.0,10.0,2024,0,5,94.63,358.14,67.09,48.03,1.3,27.77,320.0
27.0,5.0,2024,0,1,120.85,244.94,28.39,33.09,0.93,32.36,251.0
13.0,7.0,2021,0,2,29.09,44.2,33.56,7.46,0.56,21.52,59.0
8.0,7.0,2022,0,5,51.56,106.14,20.69,23.89,0.52,29.9,89.0
8.0,4.0,2021,0,4,72.39,179.66,54.12,9.76,1.4,50.08,152.0
22.0,9.0,2022,0,4,31.21,53.27,6.22,1.62,0.78,8.78,51.0
5.0,7.0,2022,0,2,94.56,136.46,21.96,18.32,0.83,24.06,133.0
8.0,6.0,2023,0,4,48.02,148.28,23.67,8.29,0.87,45.64,139.0
13.0,8.0,2023,1,7,34.1,116.78,22.18,19.76,0.34,32.62,119.0
10.0,5.0,2024,0,5,115.57,213.91,13.6,32.73,0.82,102.37,210.0
19.0,4.0,2021,0,1,99.27,260.87,54.65,9.73,1.51,38.11,212.0
27.0,11.0,2021,0,6,280.0,363.55,13.71,11.33,3.45,57.1,403.0
23.0,10.0,2023,0,1,78.33,217.91,26.18,20.11,0.85,15.02,193.0
3.0,11.0,2022,0,4,159.95,688.97,47.45,8.18,2.56,21.82,456.0
24.0,11.0,2022,0,4,60.97,282.52,60.95,11.43,1.06,16.63,215.0
9.0,10.0,2024,0,3,38.47,125.69,39.46,41.44,0.38,43.15,71.0
1.0,8.0,2024,0,4,10.9,44.1,33.52,36.84,0.56,46.13,55.0
13.0,9.0,2021,0,1,35.27,51.81,24.77,8.89,0.65,35.23,67.0
20.0,2.0,2021,0,6,127.6,208.49,84.16,4.04,1.9,21.84,293.0
30.0,12.0,2022,0,5,202.24,449.21,35.17,8.63,2.04,56.41,368.0
5.0,8.0,2021,0,4,48.55,86.49,24.25,12.05,0.54,21.78,93.0
2.0,2.0,2023,0,4,49.4,161.13,7.39,7.78,0.77,15.06,141.0
23.0,12.0,2024,0,1,136.27,506.57,63.35,62.14,2.27,30.7,418.0
10.0,8.0,2023,0,4,39.45,139.04,29.01,21.34,0.39,30.48,137.0
9.0,9.0,2023,0,6,8.96,22.01,9.82,19.04,0.36,34.3,36.0
19.0,3.0,2023,1,7,45.8,156.95,18.92,11.37,0.99,33.79,123.0
13.0,11.0,2022,1,7,89.41,304.97,44.77,10.1,1.23,49.52,249.0
11.0,9.0,2021,0,6,31.73,31.49,29.61,8.78,0.44,35.2,49.0
22.0,10.0,2022,0,6,142.46,245.64,29.58,14.18,0.9,27.44,262.0
6.0,2.0,2022,1,7,222.4,306.91,26.94,11.59,3.36,25.55,325.0
19.0,1.0,2022,0,3,168.08,344.99,7.29,3.22,1.51,13.58,337.0
28.0,11.0,2022,0,1,74.82,362.38,68.45,12.88,1.7,13.4,308.0
3.0,12.0,2021,0,5,213.08,265.58,10.55,5.37,1.75,35.18,370.0
19.0,9.0,2024,0,4,22.65,76.59,34.49,39.19,0.5,25.02,48.0
8.0,8.0,2023,0,2,36.64,138.73,26.09,16.3,0.33,30.08,124.0
10.0,11.0,2024,1,7,109.99,373.0,38.11,15.0,0.78,23.97,334.0
1.0,9.0,2024,1,7,19.86,70.78,41.2,39.01,0.55,28.19,68.0
7.0,7.0,2021,0,3,66.85,223.86,36.65,8.32,0.57,43.92,179.0
29.0,1.0,2021,0,5,301.61,396.57,118.81,4.94,2.28,21.55,440.0
16.0,3.0,2022,0,3,95.12,216.2,18.71,8.01,0.68,5.33,228.0
13.0,10.0,2023,0,5,117.87,342.32,186.28,23.87,1.05,35.52,283.0
30.0,3.0,2024,0,6,82.81,195.04,10.36,26.25,1.05,69.12,176.0
2.0,4.0,2023,1,7,37.09,147.89,31.07,33.64,1.09,43.04,136.0
4.0,10.0,2022,0,2,39.29,139.4,11.23,10.14,0.63,9.87,118.0
1.0,1.0,2023,1,7,139.04,207.88,10.73,2.98,0.99,41.19,281.0
1.0,6.0,2022,0,3,147.15,375.4,39.54,9.39,0.51,35.46,349.0
9.0,3.0,2023,0,4,37.3,114.49,10.38,9.79,0.43,54.65,104.0
12.0,2.0,2022,0,6,103.46,205.6,20.69,6.89,0.64,29.56,206.0
27.0,6.0,2022,0,1,66.11,126.56,4.66,11.89,0.72,41.55,118.0
16.0,11.0,2021,0,2,278.12,331.05,11.42,7.89,2.16,32.47,417.0
14.0,1.0,2022,0,5,161.15,216.8,11.81,13.68,2.01,23.39,300.0
18.0,5.0,2021,0,2,30.87,64.67,39.29,5.45,0.44,32.34,92.0
27.0,10.0,2022,0,4,221.08,344.75,32.38,14.16,1.96,23.32,376.0
12.0,5.0,2023,0,5,73.77,294.75,57.78,27.74,1.9,62.05,247.0
14.0,6.0,2024,0,5,119.33,292.07,20.66,34.18,0.67,65.9,191.0
13.0,3.0,2021,0,6,138.97,245.6,42.87,4.24,1.23,26.71,236.0
2.0,8.0,2024,0,5,20.71,69.78,34.2,36.97,0.63,42.62,72.0
18.0,9.0,2021,0,6,31.95,64.68,4.46,1.92,1.1,13.02,60.0
26.0,12.0,2022,0,1,109.62,483.0,37.02,6.67,2.0,55.89,240.0
26.0,7.0,2021,0,1,47.02,79.43,26.14,5.57,0.69,106.1,130.0
26.0,6.0,2021,0,6,46.95,158.6,48.7,10.45,0.84,26.44,138.0
17.0,6.0,2023,0,6,46.18,138.89,32.35,9.64,0.8,32.78,138.0
23.0,2.0,2022,0,3,110.08,197.08,40.61,7.18,1.03,35.14,184.0
13.0,12.0,2024,0,5,60.57,225.21,40.4,59.55,0.79,30.59,201.0
10.0,10.0,2021,1,7,77.59,186.18,44.57,7.74,1.39,37.77,181.0
5.0,7.0,2021,0,1,66.23,223.87,33.63,7.18,0.49,38.63,151.0
22.0,3.0,2021,0,1,85.87,328.0,13.09,8.61,0.73,18.14,283.0
26.0,12.0,2024,0,4,86.75,333.56,52.0,64.04,1.18,36.3,292.0
20.0,6.0,2023,0,2,43.29,115.21,28.66,15.52,0.74,28.51,112.0
12.0,1.0,2021,0,2,172.48,220.74,111.52,10.21,0.91,41.69,329.0
14.0,11.0,2021,1,7,222.71,287.86,13.21,8.04,2.34,26.54,359.0
17.0,7.0,2023,0,1,56.03,125.67,18.1,2.32,0.66,48.86,91.0
16.0,2.0,2023,0,4,90.02,316.72,18.8,8.0,1.29,21.45,217.0
6.0,6.0,2023,0,2,79.25,115.53,21.95,6.83,0.92,38.8,124.0
8.0,2.0,2021,0,1,243.78,369.18,108.35,4.32,1.73,30.28,375.0
1.0,10.0,2022,0,6,35.11,155.49,9.17,9.93,0.68,9.39,139.0
21.0,5.0,2021,0,5,41.1,79.41,48.59,5.34,0.6,52.13,59.0
2.0,7.0,2022,0,6,47.15,151.33,33.4,13.6,0.81,28.61,92.0
19.0,6.0,2022,1,7,62.71,100.85,6.37,7.44,0.63,32.19,130.0
7.0,2.0,2022,0,1,177.28,290.62,28.84,10.19,1.47,25.35,291.0
8.0,12.0,2023,0,5,132.68,328.85,60.73,20.15,1.23,31.92,308.0
3.0,2.0,2021,0,3,209.32,299.0,159.84,3.83,1.92,28.02,367.0
31.0,3.0,2022,0,4,98.54,284.67,177.31,15.96,0.92,65.05,254.0
10.0,10.0,2022,0,1,19.69,36.63,5.04,1.32,0.33,11.13,19.0
27.0,3.0,2021,0,6,166.83,307.27,13.77,23.44,0.85,27.62,268.0
10.0,6.0,2023,0,6,45.11,162.95,19.91,8.43,0.65,30.57,136.0
7.0,12.0,2024,0,6,61.06,251.34,57.16,59.2,1.17,28.76,206.0
16.0,4.0,2023,1,7,66.54,248.59,48.11,65.77,1.29,32.27,222.0
20.0,10.0,2022,0,4,64.6,356.38,12.65,13.51,1.53,24.4,101.0
12.0,6.0,2021,0,6,37.69,95.55,85.93,9.98,0.66,27.65,114.0
22.0,1.0,2021,0,5,310.98,358.0,181.5,4.4,2.29,26.88,412.0
25.0,7.0,2023,0,2,42.83,103.48,32.36,16.3,0.61,31.02,99.0
4.0,11.0,2024,0,1,138.9,393.53,47.7,45.95,1.02,51.05,326.0
1.0,8.0,2022,0,1,27.42,62.78,4.95,26.26,0.41,47.76,48.0
4.0,4.0,2023,1,2,36.17,114.95,20.85,36.36,0.57,50.29,113.0
30.0,9.0,2021,0,4,34.88,80.39,32.85,7.29,0.88,12.77,82.0
27.0,3.0,2022,1,7,93.61,240.58,11.29,11.18,0.96,15.75,201.0
24.0,12.0,2023,1,7,137.21,400.57,140.49,23.31,2.13,32.24,363.0
28.0,9.0,2023,1,4,46.77,149.57,28.55,19.19,0.69,62.33,130.0
3.0,10.0,2024,0,4,42.74,174.49,45.52,41.37,0.5,26.87,156.0
29.0,5.0,2023,0,1,35.89,98.5,23.58,10.2,0.99,35.94,98.0
7.0,11.0,2024,0,4,152.0,497.53,73.67,63.6,1.79,11.89,394.0
13.0,1.0,2022,0,4,156.23,217.25,14.17,12.11,1.92,33.83,322.0
19.0,1.0,2023,0,4,191.79,313.42,16.98,12.14,1.25,15.73,337.0
14.0,12.0,2021,0,2,254.02,448.07,25.21,3.05,1.85,14.04,408.0
2.0,5.0,2023,0,2,32.12,72.55,15.02,12.38,0.57,45.75,70.0
30.0,6.0,2021,0,3,87.86,415.77,44.54,7.87,0.56,21.44,215.0
12.0,11.0,2023,1,7,93.1,179.24,58.78,23.9,0.89,8.73,133.0
26.0,5.0,2024,1,7,91.93,198.16,29.25,34.03,0.54,30.34,184.0
5.0,5.0,2021,0,3,69.61,170.36,38.87,5.29,0.86,59.57,151.0
11.0,9.0,2023,0,1,17.77,49.07,25.09,19.18,0.53,42.76,42.0
18.0,10.0,2022,0,2,41.46,236.88,4.77,11.0,0.83,9.93,200.0
6.0,12.0,2023,0,3,80.77,316.54,54.92,20.06,1.19,17.01,239.0
14.0,11.0,2024,0,4,150.16,467.72,43.32,63.89,1.47,24.26,381.0
9.0,10.0,2023,0,1,58.12,215.52,28.23,19.87,1.03,63.36,170.0
15.0,1.0,2021,0,5,462.62,517.76,178.15,10.11,2.51,25.81,456.0
14.0,5.0,2023,1,7,71.19,272.4,48.18,28.33,1.6,73.43,254.0
23.0,7.0,2022,0,6,33.67,65.68,4.26,26.22,0.46,50.4,71.0
19.0,8.0,2024,0,1,0.05,52.55,43.72,35.36,0.56,24.83,58.0
24.0,5.0,2021,0,1,61.78,137.99,34.39,5.75,0.35,56.43,134.0
28.0,8.0,2023,0,1,48.52,192.15,20.18,18.74,0.38,47.51,150.0
23.0,5.0,2023,0,2,64.81,244.39,23.76,21.24,0.9,46.47,216.0
15.0,11.0,2023,1,3,125.53,436.19,113.81,23.84,1.52,7.94,347.0
1.0,10.0,2023,1,7,52.35,164.61,28.14,19.29,0.65,70.11,140.0
8.0,12.0,2022,0,4,82.64,269.16,42.1,5.65,0.87,35.3,209.0
10.0,1.0,2023,0,2,168.18,273.41,12.36,4.46,1.23,13.06,236.0
26.0,3.0,2024,0,2,68.2,149.41,20.65,23.19,0.61,39.49,108.0
10.0,2.0,2021,0,3,250.09,373.71,139.35,5.43,2.4,27.67,359.0
27.0,11.0,2023,1,1,118.5,420.91,92.95,24.74,1.78,11.44,402.0
3.0,5.0,2022,1,2,155.22,214.71,37.56,11.29,0.94,9.7,286.0
2.0,12.0,2022,0,5,215.42,378.66,50.2,4.4,2.1,26.9,386.0
28.0,7.0,2022,0,4,25.7,42.09,7.07,26.85,0.4,49.0,52.0
19.0,7.0,2023,0,3,40.82,90.39,13.99,4.04,0.54,29.94,81.0
25.0,2.0,2022,0,5,141.36,238.14,48.67,9.86,1.12,15.85,300.0
26.0,11.0,2023,1,7,149.01,484.72,195.27,25.48,2.35,10.32,300.0
8.0,10.0,2024,0,2,45.7,182.41,47.48,42.74,0.45,30.12,150.0
29.0,10.0,2022,0,6,271.03,403.53,39.14,14.23,1.83,21.41,424.0
23.0,1.0,2023,0,1,160.63,273.19,15.09,7.26,1.19,13.34,335.0
13.0,4.0,2021,0,2,119.0,314.03,74.66,26.81,1.78,39.16,279.0
24.0,7.0,2021,0,6,49.88,90.47,26.76,6.55,0.94,79.73,94.0
15.0,3.0,2023,0,3,61.51,254.11,23.62,17.3,1.02,47.93,197.0
14.0,4.0,2022,1,4,118.18,343.81,8.12,7.86,0.45,21.09,287.0
13.0,9.0,2023,0,3,34.61,113.58,50.84,20.14,0.94,65.99,84.0
12.0,2.0,2024,0,1,78.2,300.65,41.68,22.57,0.74,27.43,228.0
10.0,8.0,2021,0,2,46.72,149.79,29.09,7.71,0.58,14.54,101.0
8.0,3.0,2024,1,5,42.02,164.19,30.47,21.52,0.59,36.94,149.0
14.0,3.0,2024,0,4,72.07,192.86,28.96,22.29,0.73,40.57,170.0
29.0,12.0,2022,0,4,92.92,363.94,37.52,8.36,1.52,53.06,232.0
28.0,4.0,2023,0,5,44.65,176.63,31.18,43.46,0.99,66.13,128.0
6.0,8.0,2021,0,5,49.27,96.53,6.8,3.61,1.16,16.85,104.0
21.0,7.0,2023,0,5,56.25,141.47,38.29,17.18,0.76,38.59,125.0
28.0,9.0,2022,0,3,29.79,123.13,9.17,9.8,0.64,13.87,108.0
3.0,2.0,2023,0,5,73.57,258.27,11.25,10.0,1.07,15.39,187.0
17.0,10.0,2023,0,2,34.86,82.86,54.22,20.09,0.47,6.3,65.0
25.0,1.0,2024,0,4,80.42,278.84,31.23,21.27,1.0,26.88,242.0
15.0,7.0,2021,0,4,38.79,53.48,31.25,7.92,0.63,25.04,65.0
27.0,1.0,2023,0,5,60.43,151.75,5.85,6.42,0.68,19.37,143.0
9.0,6.0,2022,0,4,85.3,288.97,36.21,12.6,0.54,46.57,237.0
29.0,8.0,2023,0,2,45.46,170.27,20.71,18.73,0.4,26.73,150.0
26.0,4.0,2024,0,5,73.65,194.4,8.13,29.53,0.8,102.47,223.0
29.0,8.0,2024,0,4,17.9,53.32,48.45,37.65,0.69,29.83,56.0
20.0,7.0,2024,0,6,29.1,113.3,48.95,38.25,0.95,40.78,61.0
30.0,4.0,2023,1,7,29.51,108.49,24.61,13.49,0.59,65.07,130.0
11.0,10.0,2023,0,3,61.42,182.46,28.23,21.72,0.62,17.97,176.0
31.0,3.0,2021,0,3,67.01,293.43,40.76,16.02,0.49,58.43,152.0
16.0,7.0,2023,1,7,33.35,69.4,16.93,1.84,0.53,33.13,75.0
11.0,7.0,2021,1,7,38.91,88.44,29.15,7.62,0.67,23.58,79.0
1.0,1.0,2021,0,5,408.8,442.42,160.61,12.95,2.77,43.19,462.0
13.0,9.0,2024,0,5,9.05,28.3,17.28,36.61,0.36,24.35,45.0
18.0,7.0,2022,0,1,52.62,134.4,18.95,23.45,0.5,83.72,140.0
24.0,5.0,2022,0,2,44.38,97.45,6.22,3.87,1.09,36.44,73.0
12.0,12.0,2022,0,1,59.22,202.71,46.55,5.73,0.7,24.1,182.0
17.0,1.0,2022,0,1,169.34,338.88,13.31,2.53,1.34,10.23,338.0
1.0,3.0,2023,0,3,53.83,196.17,16.92,7.87,0.62,36.82,170.0
29.0,11.0,2022,0,2,106.72,540.39,69.57,11.69,2.69,9.69,360.0
25.0,8.0,2024,1,7,15.18,69.35,40.45,36.39,0.53,34.6,51.0
24.0,10.0,2021,1,7,85.65,173.32,10.92,3.71,0.82,32.16,187.0
2.0,10.0,2022,1,7,33.73,150.88,10.09,9.97,0.53,11.24,141.0
22.0,1.0,2022,0,6,146.49,170.95,9.65,9.0,1.93,19.13,365.0
4.0,8.0,2022,0,4,34.65,89.03,9.78,26.41,0.77,52.75,99.0
15.0,11.0,2021,0,1,224.86,283.28,12.06,7.76,2.16,26.84,374.0
3.0,12.0,2022,0,6,311.79,534.61,58.04,5.87,3.41,45.73,411.0
10.0,7.0,2024,0,3,62.21,178.49,54.44,35.96,1.76,30.56,140.0
27.0,8.0,2023,1,7,54.27,211.46,14.94,18.75,0.32,57.6,186.0
15.0,9.0,2023,0,5,22.74,63.34,25.52,20.06,0.62,53.99,76.0
17.0,6.0,2024,1,1,73.52,190.0,20.71,38.74,0.84,62.7,163.0
29.0,11.0,2023,0,3,87.44,302.04,53.13,24.76,1.6,8.17,197.0
12.0,9.0,2024,0,4,10.48,29.85,48.19,35.34,0.33,22.76,59.0
29.0,4.0,2022,0,5,267.08,391.34,54.89,41.51,1.34,63.83,413.0
16.0,11.0,2022,0,3,61.99,214.26,43.65,9.12,0.7,49.24,211.0
14.0,9.0,2023,0,4,33.82,101.62,47.74,20.25,0.88,64.67,104.0
10.0,9.0,2021,0,5,41.77,72.74,30.49,8.89,0.58,38.25,77.0
6.0,10.0,2021,0,3,45.09,92.96,28.48,9.52,0.69,20.95,85.0
22.0,2.0,2024,0,4,41.13,158.72,31.17,24.65,0.44,28.71,146.0
8.0,9.0,2022,0,4,71.15,154.82,8.77,6.08,0.7,70.41,222.0
4.0,10.0,2024,0,5,49.71,191.81,52.03,42.0,0.57,31.99,174.0
7.0,3.0,2024,0,4,39.2,161.43,30.67,21.29,0.63,33.31,143.0
20.0,10.0,2023,0,5,58.73,179.71,45.91,19.83,0.66,14.48,159.0
21.0,12.0,2022,0,3,81.9,296.64,41.85,5.38,1.11,41.98,214.0
9.0,10.0,2021,0,6,79.29,214.39,52.39,7.74,1.22,37.67,181.0
2.0,12.0,2024,0,1,77.27,291.8,53.33,59.72,1.33,39.1,220.0
2.0,12.0,2021,0,4,278.37,325.51,10.65,6.02,1.91,31.07,429.0
5.0,6.0,2023,0,1,48.77,171.74,21.17,7.14,1.0,35.29,148.0
20.0,2.0,2024,0,2,152.51,267.95,44.29,24.34,0.76,27.76,219.0
13.0,3.0,2022,1,7,106.78,208.46,34.5,8.05,0.8,8.36,220.0
30.0,12.0,2023,0,6,98.49,395.9,34.12,21.92,1.37,19.13,390.0
9.0,4.0,2022,0,6,237.21,374.81,10.19,84.44,1.19,32.07,292.0
13.0,7.0,2023,0,4,37.13,80.28,17.46,2.59,0.59,36.34,72.0
22.0,6.0,2024,0,6,84.39,172.96,54.91,32.99,1.33,56.11,169.0
4.0,7.0,2024,0,4,39.3,89.27,47.7,35.15,0.9,30.15,60.0
6.0,10.0,2023,0,5,77.25,243.12,28.33,19.49,1.14,65.62,192.0
26.0,10.0,2021,0,2,63.12,127.72,44.68,4.75,1.25,39.95,98.0
22.0,4.0,2022,0,5,71.85,188.81,49.96,42.0,0.68,70.31,188.0
29.0,2.0,2024,0,4,43.28,167.64,38.41,26.58,0.49,29.55,138.0
29.0,5.0,2022,1,7,82.9,207.85,37.04,18.58,1.21,29.13,196.0
3.0,1.0,2021,1,7,225.07,239.04,170.95,10.93,1.4,44.29,263.0
31.0,7.0,2023,0,1,36.02,105.12,31.23,15.43,0.52,29.79,94.0
9.0,5.0,2022,0,1,103.11,152.61,2.81,26.07,0.84,86.57,267.0
15.0,11.0,2022,0,2,69.63,244.25,50.08,9.16,1.07,36.35,200.0
4.0,12.0,2022,1,7,249.33,468.77,48.85,3.93,1.98,35.75,408.0
9.0,7.0,2021,0,5,40.09,95.93,36.45,7.87,0.72,33.01,133.0
26.0,11.0,2024,0,2,93.03,318.38,32.67,57.48,1.17,35.56,315.0
17.0,7.0,2022,1,7,48.54,43.11,19.08,23.53,0.37,84.03,96.0
